Symbol,Date,Expiry,Option type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover * in  ₹ Lakhs,Premium Turnover ** in ₹ Lakhs,Open Int,Change in OI,Underlying Value  
IDEA,24-Oct-2024,26-Dec-2024,CE,12.00,0.25,0.25,0.25,0.25,0.25,0.05,2.00,9.80,0.20,3240000.00,40000.00,8.13
IDEA,24-Oct-2024,26-Dec-2024,CE,14.00,0.15,0.15,0.15,0.15,0.15,0.05,5.00,28.30,0.30,1400000.00,-80000.00,8.13
IDEA,24-Oct-2024,26-Dec-2024,CE,16.00,0.10,0.10,0.10,0.10,0.10,0.05,3.00,19.32,0.12,2280000.00,-,8.13
IDEA,24-Oct-2024,26-Dec-2024,CE,2.00,-,-,-,8.45,-,6.15,-,-,-,-,-,8.13
IDEA,24-Oct-2024,26-Dec-2024,CE,4.00,-,-,-,6.50,-,4.20,-,-,-,-,-,8.13
IDEA,24-Oct-2024,26-Dec-2024,CE,6.00,-,-,-,5.00,5.00,2.30,-,-,-,-,-,8.13
IDEA,24-Oct-2024,26-Dec-2024,CE,8.00,1.20,1.20,1.20,1.20,1.20,0.90,1.00,3.68,0.48,240000.00,-,8.13
IDEA,25-Oct-2024,31-Oct-2024,CE,10.00,0.05,0.05,0.05,0.05,0.05,0.05,173.00,695.46,3.46,178720000.00,-2120000.00,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,11.00,0.05,0.05,0.05,0.05,0.05,0.05,33.00,145.86,0.66,153520000.00,400000.00,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,12.00,0.05,0.05,0.05,0.05,0.05,0.05,15.00,72.30,0.30,137960000.00,-,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,13.00,0.05,0.05,0.05,0.05,0.05,0.05,38.00,198.36,0.76,99960000.00,-840000.00,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,14.00,0.05,0.05,0.05,0.05,0.05,0.05,2.00,11.24,0.04,138520000.00,-80000.00,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,15.00,0.05,0.05,0.05,0.05,0.05,0.05,6.00,36.12,0.12,48720000.00,-200000.00,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,16.00,0.05,0.05,0.05,0.05,0.05,0.05,4.00,25.68,0.08,38360000.00,-120000.00,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,17.00,0.05,0.05,0.05,0.05,0.05,0.05,11.00,75.02,0.22,9760000.00,-440000.00,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,18.00,0.05,0.05,0.05,0.05,0.05,0.05,1.00,7.22,0.02,21120000.00,-40000.00,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,19.00,-,-,-,0.05,0.05,0.05,-,-,-,920000.00,-,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,20.00,-,-,-,0.05,0.05,0.05,-,-,-,7040000.00,-,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,22.00,-,-,-,0.05,0.05,0.05,-,-,-,5280000.00,-,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,5.00,-,-,-,8.40,-,2.65,-,-,-,-,-,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,6.00,-,-,-,9.15,-,1.65,-,-,-,-,-,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,7.00,1.05,1.05,0.75,0.75,0.75,0.75,413.00,1297.40,141.00,7200000.00,6680000.00,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,8.00,0.30,0.30,0.15,0.20,0.20,0.20,2002.00,6592.80,186.40,41400000.00,13760000.00,7.66
IDEA,25-Oct-2024,31-Oct-2024,CE,9.00,0.10,0.10,0.05,0.05,0.05,0.05,1292.00,4678.64,27.44,72400000.00,-9280000.00,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,10.00,0.20,0.20,0.15,0.20,0.20,0.20,284.00,1158.16,22.16,37280000.00,3520000.00,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,11.00,0.10,0.15,0.10,0.10,0.10,0.10,58.00,257.64,2.44,34880000.00,600000.00,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,12.00,0.05,0.10,0.05,0.10,0.10,0.10,68.00,328.60,2.20,28000000.00,40000.00,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,13.00,0.05,0.05,0.05,0.05,0.05,0.05,72.00,375.84,1.44,6400000.00,-200000.00,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,14.00,-,-,-,0.05,0.05,0.05,-,-,-,12920000.00,-,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,16.00,-,-,-,0.05,0.05,0.05,-,-,-,7600000.00,-,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,18.00,-,-,-,0.05,0.05,0.05,-,-,-,1960000.00,-,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,20.00,-,-,-,0.05,0.05,0.05,-,-,-,2400000.00,-,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,22.00,-,-,-,0.05,0.05,0.05,-,-,-,280000.00,-,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,5.00,-,-,-,5.45,-,2.70,-,-,-,-,-,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,6.00,-,-,-,2.50,2.50,1.75,-,-,-,320000.00,-,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,7.00,1.35,1.35,1.15,1.20,1.15,1.20,160.00,526.92,78.92,3800000.00,3000000.00,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,8.00,0.80,0.80,0.60,0.65,0.65,0.65,2161.00,7522.26,607.06,39600000.00,26000000.00,7.66
IDEA,25-Oct-2024,28-Nov-2024,CE,9.00,0.40,0.40,0.30,0.35,0.35,0.35,2017.00,7543.38,282.18,39200000.00,3640000.00,7.66
IDEA,25-Oct-2024,26-Dec-2024,CE,10.00,0.50,0.50,0.35,0.40,0.40,0.20,57.00,237.74,9.74,4840000.00,920000.00,7.66
IDEA,25-Oct-2024,26-Dec-2024,CE,12.00,0.20,0.20,0.15,0.20,0.20,0.20,28.00,136.48,2.08,3360000.00,120000.00,7.66
IDEA,25-Oct-2024,26-Dec-2024,CE,14.00,0.15,0.15,0.10,0.10,0.10,0.05,9.00,50.78,0.38,1440000.00,40000.00,7.66
IDEA,25-Oct-2024,26-Dec-2024,CE,16.00,0.05,0.05,0.05,0.05,0.05,0.05,2.00,12.84,0.04,2320000.00,40000.00,7.66
IDEA,25-Oct-2024,26-Dec-2024,CE,2.00,-,-,-,8.45,-,5.70,-,-,-,-,-,7.66
IDEA,25-Oct-2024,26-Dec-2024,CE,4.00,-,-,-,6.50,-,3.70,-,-,-,-,-,7.66
IDEA,25-Oct-2024,26-Dec-2024,CE,6.00,-,-,-,5.00,5.00,1.85,-,-,-,-,-,7.66
IDEA,25-Oct-2024,26-Dec-2024,CE,8.00,1.10,1.10,0.95,1.00,1.00,1.00,12.00,43.26,4.86,560000.00,320000.00,7.66
IDEA,28-Oct-2024,31-Oct-2024,CE,10.00,0.05,0.05,0.05,0.05,0.05,0.05,571.00,2295.42,11.42,168920000.00,-9800000.00,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,11.00,0.05,0.05,0.05,0.05,0.05,0.05,5.00,22.10,0.10,153400000.00,-120000.00,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,12.00,0.05,0.05,0.05,0.05,0.05,0.05,18.00,86.76,0.36,137960000.00,-,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,13.00,0.05,0.05,0.05,0.05,0.05,0.05,17.00,88.74,0.34,100000000.00,40000.00,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,14.00,0.05,0.05,0.05,0.05,0.05,0.05,2.00,11.24,0.04,138520000.00,-,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,15.00,0.05,0.05,0.05,0.05,0.05,0.05,7.00,42.14,0.14,48480000.00,-240000.00,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,16.00,0.05,0.05,0.05,0.05,0.05,0.05,3.00,19.26,0.06,38240000.00,-120000.00,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,17.00,0.05,0.05,0.05,0.05,0.05,0.05,1.00,6.82,0.02,9720000.00,-40000.00,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,18.00,0.05,0.05,0.05,0.05,0.05,0.05,8.00,57.76,0.16,21120000.00,-,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,19.00,-,-,-,0.05,0.05,0.05,-,-,-,920000.00,-,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,20.00,-,-,-,0.05,0.05,0.05,-,-,-,7040000.00,-,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,22.00,-,-,-,0.05,0.05,0.05,-,-,-,5280000.00,-,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,5.00,-,-,-,8.40,-,3.25,-,-,-,-,-,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,6.00,-,-,-,9.15,-,2.25,-,-,-,-,-,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,7.00,0.75,1.45,0.75,1.25,1.30,1.25,662.00,2130.00,276.40,7360000.00,160000.00,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,8.00,0.20,0.50,0.15,0.30,0.30,0.30,7236.00,24028.10,872.90,40200000.00,-1200000.00,8.25
IDEA,28-Oct-2024,31-Oct-2024,CE,9.00,0.05,0.15,0.05,0.10,0.10,0.10,3699.00,13466.84,150.44,70560000.00,-1840000.00,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,10.00,0.20,0.30,0.15,0.20,0.20,0.20,1945.00,7946.34,166.34,50680000.00,13400000.00,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,11.00,0.10,0.15,0.10,0.15,0.15,0.15,98.00,436.16,4.96,33680000.00,-1200000.00,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,12.00,0.10,0.10,0.05,0.10,0.10,0.10,99.00,478.70,3.50,29440000.00,1440000.00,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,13.00,0.10,0.10,0.05,0.05,0.05,0.05,53.00,276.72,1.12,7760000.00,1360000.00,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,14.00,0.05,0.05,0.05,0.05,0.05,0.05,23.00,129.26,0.46,13400000.00,480000.00,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,16.00,0.05,0.05,0.05,0.05,0.05,0.05,3.00,19.26,0.06,7680000.00,80000.00,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,18.00,0.05,0.05,0.05,0.05,0.05,0.05,5.00,36.10,0.10,2000000.00,40000.00,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,20.00,0.05,0.05,0.05,0.05,0.05,0.05,1.00,8.02,0.02,2400000.00,-,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,22.00,-,-,-,0.05,0.05,0.05,-,-,-,280000.00,-,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,5.00,-,-,-,5.45,-,3.30,-,-,-,-,-,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,6.00,1.95,1.95,1.95,1.95,1.95,2.30,1.00,3.18,0.78,320000.00,-,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,7.00,1.15,1.70,1.15,1.55,1.50,1.55,337.00,1136.20,192.60,5360000.00,1560000.00,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,8.00,0.65,1.05,0.60,0.85,0.85,0.85,2137.00,7545.02,706.62,57800000.00,18200000.00,8.25
IDEA,28-Oct-2024,28-Nov-2024,CE,9.00,0.30,0.55,0.30,0.45,0.45,0.45,3449.00,13000.56,584.16,43840000.00,4640000.00,8.25
IDEA,28-Oct-2024,26-Dec-2024,CE,10.00,0.45,0.65,0.45,0.50,0.50,0.50,40.00,168.26,8.26,4880000.00,40000.00,8.25
IDEA,28-Oct-2024,26-Dec-2024,CE,12.00,0.20,0.35,0.20,0.30,0.30,0.30,57.00,279.72,6.12,4680000.00,1320000.00,8.25
IDEA,28-Oct-2024,26-Dec-2024,CE,14.00,0.15,0.15,0.15,0.15,0.15,0.05,4.00,22.64,0.24,1560000.00,120000.00,8.25
IDEA,28-Oct-2024,26-Dec-2024,CE,16.00,0.10,0.15,0.10,0.10,0.10,0.10,5.00,32.24,0.24,2320000.00,-,8.25
IDEA,28-Oct-2024,26-Dec-2024,CE,2.00,-,-,-,8.45,-,6.25,-,-,-,-,-,8.25
IDEA,28-Oct-2024,26-Dec-2024,CE,4.00,-,-,-,6.50,-,4.30,-,-,-,-,-,8.25
IDEA,28-Oct-2024,26-Dec-2024,CE,6.00,-,-,-,5.00,5.00,2.40,-,-,-,-,-,8.25
IDEA,28-Oct-2024,26-Dec-2024,CE,8.00,1.10,1.25,1.10,1.25,1.25,1.00,2.00,7.34,0.94,560000.00,-,8.25
IDEA,29-Oct-2024,31-Oct-2024,CE,10.00,0.05,0.05,0.05,0.05,0.05,0.05,22.00,88.44,0.44,168400000.00,-520000.00,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,11.00,0.05,0.05,0.05,0.05,0.05,0.05,9.00,39.78,0.18,153200000.00,-200000.00,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,12.00,0.05,0.05,0.05,0.05,0.05,0.05,2.00,9.64,0.04,138000000.00,40000.00,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,13.00,0.05,0.05,0.05,0.05,0.05,0.05,4.00,20.88,0.08,100040000.00,40000.00,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,14.00,-,-,-,0.05,0.05,0.05,-,-,-,138520000.00,-,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,15.00,0.05,0.05,0.05,0.05,0.05,0.05,3.00,18.06,0.06,48360000.00,-120000.00,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,16.00,0.05,0.05,0.05,0.05,0.05,0.05,1.00,6.42,0.02,38200000.00,-40000.00,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,17.00,-,-,-,0.05,0.05,0.05,-,-,-,9720000.00,-,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,18.00,0.05,0.05,0.05,0.05,0.05,0.05,2.00,14.44,0.04,21120000.00,-,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,19.00,-,-,-,0.05,0.05,0.05,-,-,-,920000.00,-,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,20.00,-,-,-,0.05,0.05,0.05,-,-,-,7040000.00,-,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,22.00,-,-,-,0.05,0.05,0.05,-,-,-,5280000.00,-,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,5.00,-,-,-,8.40,-,2.95,-,-,-,-,-,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,6.00,-,-,-,9.15,-,1.95,-,-,-,-,-,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,7.00,1.05,1.05,0.90,1.00,1.00,1.00,82.00,262.04,32.44,7720000.00,360000.00,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,8.00,0.35,0.35,0.10,0.15,0.15,0.15,2593.00,8490.22,192.62,48160000.00,7960000.00,7.96
IDEA,29-Oct-2024,31-Oct-2024,CE,9.00,0.10,0.10,0.05,0.05,0.05,0.05,568.00,2056.64,11.84,81240000.00,10680000.00,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,10.00,0.20,0.20,0.15,0.20,0.15,0.20,324.00,1319.94,23.94,55560000.00,4880000.00,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,11.00,0.10,0.10,0.05,0.10,0.10,0.10,618.00,2743.54,24.34,45720000.00,12040000.00,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,12.00,0.10,0.10,0.05,0.10,0.10,0.10,89.00,430.02,2.82,31760000.00,2320000.00,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,13.00,0.05,0.05,0.05,0.05,0.05,0.05,32.00,167.04,0.64,7960000.00,200000.00,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,14.00,0.05,0.05,0.05,0.05,0.05,0.05,16.00,89.92,0.32,13720000.00,320000.00,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,16.00,0.05,0.05,0.05,0.05,0.05,0.05,2.00,12.84,0.04,7760000.00,80000.00,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,18.00,-,-,-,0.05,0.05,0.05,-,-,-,2000000.00,-,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,20.00,-,-,-,0.05,0.05,0.05,-,-,-,2400000.00,-,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,22.00,-,-,-,0.05,0.05,0.05,-,-,-,280000.00,-,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,5.00,-,-,-,5.45,-,3.00,-,-,-,-,-,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,6.00,-,-,-,1.95,1.95,2.00,-,-,-,320000.00,-,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,7.00,1.60,1.65,1.25,1.35,1.35,1.35,158.00,527.98,85.58,5840000.00,480000.00,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,8.00,0.90,0.90,0.65,0.75,0.80,0.75,932.00,3258.46,276.06,65400000.00,7600000.00,7.96
IDEA,29-Oct-2024,28-Nov-2024,CE,9.00,0.45,0.45,0.30,0.40,0.40,0.40,1257.00,4713.22,188.02,49240000.00,5400000.00,7.96
IDEA,29-Oct-2024,26-Dec-2024,CE,10.00,0.45,0.50,0.40,0.45,0.45,0.45,25.00,104.50,4.50,5240000.00,360000.00,7.96
IDEA,29-Oct-2024,26-Dec-2024,CE,12.00,0.25,0.25,0.20,0.25,0.25,0.25,6.00,29.36,0.56,4920000.00,240000.00,7.96
IDEA,29-Oct-2024,26-Dec-2024,CE,14.00,0.15,0.15,0.15,0.15,0.15,0.05,2.00,11.32,0.12,1640000.00,80000.00,7.96
IDEA,29-Oct-2024,26-Dec-2024,CE,16.00,0.10,0.10,0.10,0.10,0.10,0.05,4.00,25.76,0.16,2320000.00,-,7.96
IDEA,29-Oct-2024,26-Dec-2024,CE,2.00,-,-,-,8.45,-,6.00,-,-,-,-,-,7.96
IDEA,29-Oct-2024,26-Dec-2024,CE,4.00,-,-,-,6.50,-,4.00,-,-,-,-,-,7.96
IDEA,29-Oct-2024,26-Dec-2024,CE,6.00,-,-,-,5.00,5.00,2.10,-,-,-,-,-,7.96
IDEA,29-Oct-2024,26-Dec-2024,CE,8.00,1.05,1.20,1.05,1.20,1.20,1.20,22.00,80.52,10.12,1160000.00,600000.00,7.96
IDEA,30-Oct-2024,31-Oct-2024,CE,10.00,0.05,0.05,0.05,0.05,0.05,0.05,3.00,12.06,0.06,168280000.00,-120000.00,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,11.00,0.05,0.05,0.05,0.05,0.05,0.05,13.00,57.46,0.26,153000000.00,-200000.00,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,12.00,-,-,-,0.05,0.05,0.05,-,-,-,138000000.00,-,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,13.00,0.05,0.05,0.05,0.05,0.05,0.05,1.00,5.22,0.02,100080000.00,40000.00,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,14.00,0.05,0.05,0.05,0.05,0.05,0.05,1.00,5.62,0.02,138480000.00,-40000.00,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,15.00,0.05,0.05,0.05,0.05,0.05,0.05,3.00,18.06,0.06,48280000.00,-80000.00,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,16.00,0.05,0.05,0.05,0.05,0.05,0.05,2.00,12.84,0.04,38120000.00,-80000.00,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,17.00,-,-,-,0.05,0.05,0.05,-,-,-,9720000.00,-,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,18.00,-,-,-,0.05,0.05,0.05,-,-,-,21120000.00,-,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,19.00,-,-,-,0.05,0.05,0.05,-,-,-,920000.00,-,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,20.00,-,-,-,0.05,0.05,0.05,-,-,-,7040000.00,-,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,22.00,-,-,-,0.05,0.05,0.05,-,-,-,5280000.00,-,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,5.00,2.65,2.65,2.60,2.65,2.60,2.65,130.00,397.60,137.60,5200000.00,5200000.00,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,6.00,-,-,-,9.15,-,1.70,-,-,-,-,-,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,7.00,0.95,1.05,0.70,0.70,0.70,0.70,341.00,1072.54,117.74,9200000.00,1480000.00,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,8.00,0.15,0.15,0.05,0.10,0.05,0.10,4337.00,14033.56,155.16,36120000.00,-12040000.00,7.68
IDEA,30-Oct-2024,31-Oct-2024,CE,9.00,0.05,0.05,0.05,0.05,0.05,0.05,46.00,166.52,0.92,80720000.00,-520000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,10.00,0.20,0.20,0.10,0.15,0.15,0.15,1949.00,7915.74,119.74,64760000.00,9200000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,11.00,0.10,0.10,0.05,0.10,0.10,0.10,113.00,501.06,3.86,46880000.00,1160000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,12.00,0.05,0.10,0.05,0.05,0.05,0.05,354.00,1706.32,7.12,27720000.00,-4040000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,13.00,0.05,0.05,0.05,0.05,0.05,0.05,8.00,41.76,0.16,7920000.00,-40000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,14.00,0.05,0.05,0.05,0.05,0.05,0.05,5.00,28.10,0.10,13760000.00,40000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,16.00,0.05,0.05,0.05,0.05,0.05,0.05,1.00,6.42,0.02,7800000.00,40000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,18.00,-,-,-,0.05,0.05,0.05,-,-,-,2000000.00,-,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,20.00,0.05,0.05,0.05,0.05,0.05,0.05,1.00,8.02,0.02,2440000.00,40000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,22.00,0.05,0.05,0.05,0.05,0.05,0.05,3.00,26.46,0.06,400000.00,120000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,5.00,-,-,-,5.45,-,2.70,-,-,-,-,-,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,6.00,2.10,2.20,1.95,1.95,1.95,1.75,10.00,32.28,8.28,240000.00,-80000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,7.00,1.25,1.35,1.10,1.15,1.15,1.15,778.00,2544.38,365.98,9760000.00,3920000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,8.00,0.70,0.75,0.50,0.60,0.60,0.60,7003.00,24101.52,1691.92,63080000.00,-2320000.00,7.68
IDEA,30-Oct-2024,28-Nov-2024,CE,9.00,0.35,0.40,0.25,0.30,0.30,0.30,4247.00,15808.94,519.74,60400000.00,11160000.00,7.68
IDEA,30-Oct-2024,26-Dec-2024,CE,10.00,0.45,0.75,0.40,0.45,0.45,0.45,123.00,517.00,25.00,7600000.00,2360000.00,7.68
IDEA,30-Oct-2024,26-Dec-2024,CE,12.00,0.25,0.25,0.25,0.25,0.25,0.05,25.00,122.50,2.50,5560000.00,640000.00,7.68
IDEA,30-Oct-2024,26-Dec-2024,CE,14.00,0.10,0.15,0.10,0.15,0.15,0.05,2.00,11.30,0.10,1680000.00,40000.00,7.68
IDEA,30-Oct-2024,26-Dec-2024,CE,16.00,0.05,0.05,0.05,0.05,0.05,0.05,3.00,19.26,0.06,2400000.00,80000.00,7.68
IDEA,30-Oct-2024,26-Dec-2024,CE,2.00,-,-,-,8.45,-,5.70,-,-,-,-,-,7.68
IDEA,30-Oct-2024,26-Dec-2024,CE,4.00,-,-,-,6.50,-,3.70,-,-,-,-,-,7.68
IDEA,30-Oct-2024,26-Dec-2024,CE,6.00,-,-,-,5.00,5.00,1.85,-,-,-,-,-,7.68
IDEA,30-Oct-2024,26-Dec-2024,CE,8.00,1.10,1.20,0.95,0.95,0.95,0.95,59.00,213.86,25.06,2320000.00,1160000.00,7.68
IDEA,31-Oct-2024,31-Oct-2024,CE,10.00,0.05,0.05,0.05,0.05,0.05,8.12,32.00,128.64,0.64,167040000.00,-1240000.00,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,11.00,0.05,0.05,0.05,0.05,0.05,8.12,19.00,83.98,0.38,153000000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,12.00,0.05,0.05,0.05,0.05,0.05,8.12,17.00,81.94,0.34,138000000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,13.00,0.05,0.05,0.05,0.05,0.05,8.12,20.00,104.40,0.40,100080000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,14.00,0.05,0.05,0.05,0.05,0.05,8.12,3.00,16.86,0.06,138480000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,15.00,-,-,-,0.05,0.05,8.12,-,-,-,48280000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,16.00,-,-,-,0.05,0.05,8.12,-,-,-,38120000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,17.00,-,-,-,0.05,0.05,8.12,-,-,-,9720000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,18.00,-,-,-,0.05,0.05,8.12,-,-,-,21120000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,19.00,-,-,-,0.05,0.05,8.12,-,-,-,920000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,20.00,-,-,-,0.05,0.05,8.12,-,-,-,7040000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,22.00,-,-,-,0.05,0.05,8.12,-,-,-,5280000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,5.00,-,-,-,2.65,2.60,8.12,-,-,-,5200000.00,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,6.00,-,-,-,9.15,-,8.12,-,-,-,-,-,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,7.00,0.70,1.15,0.70,1.15,1.15,8.12,110.00,351.82,43.82,8760000.00,-440000.00,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,8.00,0.05,0.20,0.05,0.10,0.05,8.12,3133.00,10155.14,129.54,15000000.00,-21120000.00,8.12
IDEA,31-Oct-2024,31-Oct-2024,CE,9.00,0.05,0.05,0.05,0.05,0.05,8.12,53.00,191.86,1.06,78600000.00,-2120000.00,8.12
IDEA,31-Oct-2024,28-Nov-2024,CE,10.00,0.15,0.25,0.15,0.20,0.20,0.20,2526.00,10304.28,200.28,84080000.00,19320000.00,8.12
IDEA,31-Oct-2024,28-Nov-2024,CE,11.00,0.10,0.10,0.05,0.10,0.10,0.10,1654.00,7343.32,65.72,75080000.00,28200000.00,8.12
IDEA,31-Oct-2024,28-Nov-2024,CE,12.00,0.05,0.10,0.05,0.10,0.05,0.10,112.00,540.24,2.64,30440000.00,2720000.00,8.12
IDEA,31-Oct-2024,28-Nov-2024,CE,13.00,0.05,0.05,0.05,0.05,0.05,0.05,22.00,114.84,0.44,8720000.00,800000.00,8.12
